1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,class
8.48974273,3.635888728,3.817109594,6.508542342,11.75398961,17.26014209,26.27721523,33.8191328,40.080174,29.39399719,18.8354771,10.76104277,5.145971677,2.461050994,5.935829128,6.967298704,9.378316087,16.92462728,23.06644835,26.00817986,25.06941294,22.77486481,29.63021653,28.92500962,29.05770644,21.82199752,16.78850399,8.345830324,7.976541799,7.335492238,6.64584812,5.509311109,5.204402678,6.239488379,6.527258454,7.103776182,4.540752806,4.912878878,3.989801463,7.43251024,4.817179345,3.486565378,1.150888622,3.317649625,5.17876594,6.248202051,4.546467205,3.105479509,8.856921463,6.162439838,5.812274797,5.05222926,7.782052061,8.398314752,12.34734261,30.20542784,50.04199863,62.04951382,49.85965598,29.09294177,19.62838357,12.9510947,8.990200896,17.05369485,26.4602711,44.9579256,57.78244575,40.27068223,7
1.258747271,0.8085945823,1.019034915,0.8152630438,1.203999325,2.096913183,1.055118957,3.735937327,4.626767719,4.159597048,2.474714545,2.825301428,2.970650985,3.230177757,3.231094373,3.207103988,3.240234857,6.160968079,5.096046853,5.880600926,4.577672163,10.28279172,8.423808088,5.339082887,6.502515122,6.470150578,5.515713362,1.625732198,1.336111636,1.833515967,2.996400444,2.980383151,2.0288509,1.030299308,1.057768417,1.151337791,3.862603431,3.627849599,3.040147696,2.915394083,3.021429307,2.768055678,0.350538398,3.149848665,4.222133944,6.362689914,1.225114825,0.5847811373,11.82952307,9.600838114,6.520377962,3.47804363,3.230923033,5.647953543,10.16933916,2.763829301,1.697603383,2.679257421,3.771721361,5.118765153,4.709560422,4.805888375,4.130231144,4.114426624,4.888185341,4.195363186,4.777174358,4.999958387,6
0.1777987101,0.5837017201,1.504884057,2.300429815,4.068179226,2.778300017,2.684189299,4.534307925,3.932630157,3.832914463,3.612688622,3.703132351,2.324718383,2.073673454,1.433716774,1.284349904,0.3538273398,4.808203812,9.012616659,13.39710237,14.34571744,14.09187471,10.16496705,11.62590651,12.67391767,9.218724485,5.482188712,1.550956892,2.183171036,3.097735133,3.48493871,2.835746746,3.492694829,3.861261344,4.244657646,4.71319878,1.837764482,2.464826353,3.994478603,4.399976518,3.487025843,2.534802716,0.9694155479,0.1521769759,0.8575173506,1.196772099,0.8213889293,1.228477984,2.601073087,2.17086239,4.709874552,4.463538694,4.605700782,1.561268521,1.284076519,2.683695098,4.033954032,6.455380853,4.770552735,5.634964544,0.119181989,0.8941592648,2.809037821,1.611147019,1.583244064,1.141309589,3.095980633,1.158044401,1
2.543418877,3.265718963,3.691857851,4.287776531,5.617438267,7.157755361,7.35189094,8.330848925,8.786393768,8.563763304,5.122956605,4.683718717,5.232124153,6.407111253,5.211017042,5.37919655,5.697373522,1.103705372,2.592150885,3.329148513,3.404793135,1.668449924,10.48008499,9.510847864,8.282843531,7.105758166,3.885837616,4.812317473,4.852954945,5.345945878,5.147470741,3.893208578,2.380048572,5.422599097,8.624467459,11.68335446,3.346113048,1.252037073,1.972723959,3.993981797,3.038233188,3.810348753,3.974979832,3.08478777,2.070281022,5.758332716,5.017650687,4.541012557,20.56099544,16.49066937,10.39586162,10.97283502,14.10223949,21.74514156,28.40159704,20.29291789,14.11983178,8.643734415,3.138644292,9.559449028,30.66524554,20.22594277,17.14826919,25.85589548,36.93833414,22.52267148,9.751773139,11.91511054,5
0.6424930202,0.3747893747,0.3941311003,0.1166005339,1.409987194,1.171342514,7.075050556,10.48618003,14.32960528,14.35612821,12.04556256,10.07700862,9.529000759,8.256200508,5.263841911,2.757206894,1.48572214,10.91711669,12.74326514,14.09221653,12.98523367,12.73083835,14.13955031,15.0100749,14.48364606,12.59123765,8.503111206,7.281827061,6.834079901,6.892873099,6.526764696,4.89125527,7.258962613,8.596866818,8.386435614,5.995800899,8.004320261,8.296006595,7.86103747,7.374536574,6.017234173,6.882436506,9.808411005,7.721818353,6.983773775,5.708050671,6.590517696,7.316749439,0.8979209854,6.584644731,9.646628481,10.7757059,9.088005895,7.869364992,10.75937864,11.51997447,17.34451045,18.20816134,17.1979485,9.372328433,11.47953251,14.81742665,12.45894326,9.696723624,6.588650067,13.41315021,12.47560218,16.04288749,7
0.1994396152,0.06644670797,0.4468945515,0.6966255604,0.8958018938,1.404136289,1.720091697,2.238139908,3.712303047,2.777529801,2.549419269,2.166056176,1.966007696,1.612464967,1.110690669,0.6942248356,0.6036355597,4.734624654,6.998352756,9.130013005,10.60570247,12.52043675,11.29293944,9.209646653,8.363487753,3.959446399,3.837764305,0.2322411479,0.3089738347,0.3940459435,0.4331704711,3.910635494,3.126962644,3.610228581,3.173954987,3.048618681,1.064954386,2.617676584,2.603806909,3.654657928,2.844203164,2.116510669,2.460148205,1.648051095,1.17713382,0.4756140662,1.941716631,1.812171766,6.538765145,4.866091692,4.700711406,2.486032315,5.393381865,3.013728782,2.761572686,1.708289308,2.461681028,3.161940745,4.018993775,3.87518973,3.600989731,2.130932054,2.418262771,1.647751108,1.602560056,1.323217215,1.506929667,1.6543792,1
0.7234169759,0.7484542338,0.7729556585,0.8007234954,0.8200025152,0.8358685796,0.845361355,0.8328586747,0.8089746385,0.7695088907,0.7157270383,0.6571106109,0.5967889299,0.5355788168,0.4768685022,0.4183411589,0.3619894907,3.231401503,3.363823881,3.948752236,3.551286905,7.998908785,10.49309249,6.55257346,5.494843567,5.961902916,5.38247549,1.929318406,1.430251932,1.019631642,0.5940110539,9.309134999,3.230453336,0.6168661561,6.40470405,14.00694733,5.061600018,4.030810211,2.460118459,1.27035253,3.07912758,2.788416386,3.423866094,3.43910674,3.016486591,2.651033415,3.38123025,2.778562649,9.589721279,6.266239544,6.409524514,7.373513088,5.854257956,9.395265365,10.54068839,7.086896294,7.379006702,6.648792623,6.85749417,6.897373365,8.422532785,6.497844552,8.005111299,6.59657743,7.981030253,6.642482195,7.546870678,6.607878703,3
32.01047957,27.77587066,24.07810203,22.29546439,19.04126866,12.8628348,7.906133404,5.164016737,7.565010748,9.848231278,11.69211536,13.5922243,16.51658963,18.78645835,21.09242917,23.17295668,25.52124777,26.18611035,31.16367125,35.65989224,38.90778453,39.5874166,40.91510588,39.19208528,36.54223739,32.37492663,28.83238169,22.90746235,24.97864549,27.28243096,29.48994503,20.92539639,20.60511069,20.45505649,20.76295732,21.61247155,19.45691508,21.30600593,21.85761681,20.66219183,19.43092784,19.25128419,21.16606691,22.30185119,22.93679456,20.8600041,20.30075348,20.54828088,14.32931423,17.63106361,22.23292154,23.28279114,23.06792755,18.18171642,9.852760314,6.189765659,9.767143888,9.035258173,7.521802797,4.722925371,9.637932681,19.5663439,21.9192119,21.0444198,12.86567526,9.113503608,7.470842126,4.202292629,7
0.196610548,0.1694100239,0.1421273067,0.1155857102,0.08810018899,0.05999910416,0.03207853644,0.004511695912,0.02432646296,0.05221464641,0.07721706612,0.1035759528,0.1275327272,0.1519774592,0.1754808619,0.1986739384,0.2221329665,1.502918973,0.6472913874,1.903791847,4.00267697,7.607222318,8.532500355,5.452682741,2.978447275,0.6592520884,1.283236201,0.189276232,0.1707303611,0.1521636915,0.1337615345,1.983662032,0.9574109213,0.1123594967,0.09904299723,0.7170355239,0.1908244987,0.7240642218,0.407235993,0.2981564819,1.164423835,0.4217457779,0.2204735723,1.834002507,0.9871746515,0.2113169735,0.2119924661,0.2119255912,4.28436221,1.610163965,0.9765460621,0.08857983123,0.3794799684,1.448004429,4.554433461,1.737358009,1.774498732,0.9230057209,1.37772484,1.527075375,3.005566226,0.3629195124,0.4372605781,0.2032863677,2.804422807,0.2032791177,0.413371166,0.3781481257,6
0.01795837409,0.006367495583,0.03629350493,0.209898248,0.1938611526,0.2022857684,0.4136900649,0.3616914832,1.054829115,0.7179750503,0.5270126603,0.5072402732,0.2989739908,0.2891662887,0.07398963306,0.189196793,0.1908079634,9.377633051,14.01214407,15.82070567,17.254485,19.03175815,16.78514541,17.08927008,15.8938217,12.15067109,7.976844944,5.256889816,4.58206403,3.795893827,3.146779083,3.903833615,6.059700823,5.299713835,5.573964659,4.864077791,5.963578158,10.81535596,9.877156565,5.086287924,3.354761086,4.525696014,4.704774775,6.874829995,6.910796391,5.141968376,3.633894424,4.121620944,1.851513032,3.02823881,4.240811371,3.004683797,3.64298355,1.798898735,2.288858527,1.443775521,3.075722107,4.223095174,5.182561739,4.204032672,0.3690445545,0.4164789368,0.772606955,0.602273181,1.151858026,0.8188134354,0.7366897926,0.5114648697,1
2.074774225,4.080772708,5.867618292,3.766764959,0.6555203834,0.6428121294,1.73287645,0.2661076342,0.982387956,0.927664569,1.793419096,2.7864733,1.827047161,3.010141223,4.723561267,1.497108343,0.759779313,1.905152166,3.55354863,2.287264602,2.253980217,1.525772182,1.984591527,1.506805619,1.590000128,2.63355974,3.233830757,0.02985031491,0.02936010899,0.02932365768,0.02941554861,3.263905645,2.766568659,3.386136145,2.941376602,3.087958884,3.30577917,1.08362976,1.622631611,2.824259756,3.075361396,3.328800473,1.194049004,2.908943842,3.089996968,1.556678927,1.964905747,2.396688491,19.34213698,13.79115952,9.072183531,9.829232561,8.92851022,13.84078503,19.04665396,11.44674413,9.555113787,5.728142837,6.572957112,10.5718396,15.69437445,11.31740392,9.013137726,11.72293928,16.81159953,12.18100236,9.218248301,9.166111378,5
0.01572855365,0.01480533012,0.01341125647,0.2592429565,0.01613938351,0.008850276832,1.386565449,0.5245978532,1.570185493,0.7462484442,1.066229184,2.390053816,0.4810021466,0.5076959421,0.2509249738,0.252153256,0.00850125873,4.846265636,7.821303117,10.19783431,9.633109984,11.34251739,10.60819989,8.87028604,7.509861675,6.229412167,5.660969338,2.531234343,3.493087968,4.308860536,5.203692153,0.006186840874,1.584834153,2.143703052,2.024759731,3.1494247,2.684835113,3.541215368,2.296223062,1.279220737,0.7862592214,2.079963189,0.005960553666,3.300049816,4.379940326,2.887587973,2.192737975,1.6326365,5.21641244,3.738873958,0.7603817925,0.8132147555,0.948648844,3.841501494,5.682931696,9.145397552,11.897169,12.19862254,11.28357756,7.132880633,3.07708581,2.644755761,2.543006672,4.084240204,4.489826652,4.272649306,2.543127755,2.708165927,1
2.314975028,2.137909118,1.74063344,2.033507489,1.241549637,0.9748225103,0.7400271131,0.2419265725,0.003245489177,0.003128721784,0.002955841674,0.002378760181,0.002569435736,0.002348531456,0.002140327078,0.001936207633,0.001747712791,5.677914489,9.023060871,9.583352326,8.099051325,4.732815922,7.488380029,8.006431541,8.369491843,7.842094081,6.12565731,0.002283527972,3.538240585,7.168150029,10.68889425,4.231101676,3.582295416,3.298126461,4.147897965,5.601256742,3.894424607,2.736433294,2.891814314,2.961411389,2.688221437,2.620842283,1.982984747,1.412138116,1.129629044,1.618633681,1.692583889,2.329373269,9.482944074,9.028022485,11.62694513,11.28296676,10.23679259,9.028448393,6.036682345,3.391959153,0.8414817242,1.642419958,4.126040488,6.767432936,8.51385655,7.522538185,6.001605367,6.20877472,6.61202039,6.19327328,5.645710333,7.416866205,1
9.375980174,6.77621847,4.865510298,3.715802905,3.8664949,4.491092071,9.535270134,18.09119833,19.56492804,16.09203728,10.02620835,3.641238461,5.019961642,8.419567853,11.79062275,14.25928143,16.11845903,21.53522319,19.09908436,16.99290201,16.16985045,13.04008827,14.57083642,16.24236881,17.71849217,16.19529429,9.80687745,10.32376506,11.09249585,12.00908678,12.87746644,10.27790492,10.19144436,10.74856099,10.11098309,8.562211273,14.02279549,15.32265267,15.14865299,13.1543897,11.3939449,11.65955618,13.48579803,14.26133496,14.01990781,12.37312981,10.35487491,10.85819266,4.393476503,11.26514406,15.67497956,14.8504716,10.02872476,6.110051519,9.259417888,14.98365657,27.63311191,33.22474113,31.06060306,18.36547107,8.637095367,15.51404464,14.49559018,8.544683823,4.964141193,24.53160439,32.50200689,26.5792074,7
1.067206593,1.337091251,1.136247147,2.360527206,3.243255455,3.722402432,4.818393142,5.063170884,7.181307621,7.38197738,7.309468768,7.295948588,7.791664389,7.712096594,7.806918328,8.029376909,8.064301391,5.160515281,8.684419293,11.65393391,11.93221749,12.47433077,11.83430171,12.08375322,11.98131311,9.58841335,8.926499491,4.954618785,5.727021348,6.346313141,7.326940633,7.132828853,7.147949359,7.031443234,6.814376596,6.494880985,5.101647256,3.955397857,3.944464711,5.586188377,5.881555808,5.022381284,6.569491615,6.886452216,7.090810238,6.472478115,8.174410133,7.944949098,3.271406625,4.864375066,7.142756829,6.128269356,9.114471617,10.0882015,11.24486558,9.336790793,7.928032935,6.28465393,5.020390729,4.331167662,3.984373331,4.741697095,5.38912243,4.957586,4.416094321,4.862140561,5.341128751,4.627523697,1
4.992012289,4.297437619,4.64957982,4.235167069,3.732235313,3.918770701,3.238491516,4.177280656,4.684248095,5.292177525,5.872675445,6.475346492,6.430018431,5.462120352,5.768702359,6.175927682,6.174366264,1.834293107,4.708213602,8.124217478,6.180534025,8.36186948,10.63284479,10.42843822,10.15953221,8.137373184,6.989961388,5.362421629,5.042661294,4.769417736,4.784876804,6.907180794,6.026685221,5.386987525,3.861901345,2.741600682,0.8681954523,1.40996572,2.253342543,2.89669281,1.85985544,1.118130089,4.408524852,4.449579879,4.316041968,4.976092537,4.448892776,4.12624426,7.262027128,8.537856284,5.846480767,3.953837898,1.944292497,0.2750442263,2.703734471,12.01045594,12.78892247,14.23893378,15.9333731,15.2506661,13.62787666,8.60912505,3.184637746,5.5674714,13.04804902,10.47824817,9.927742572,12.34616225,4
1.942718683,2.351771017,2.25076861,2.317197391,2.367525544,2.821356374,3.881891382,4.922037788,4.01885264,3.379365819,3.052979939,2.883599787,3.065524363,3.396994448,3.474493982,3.204811509,2.974791607,2.268232872,7.476265561,9.102497798,11.28829154,14.90186816,11.46822345,9.980375652,9.68097457,6.800076665,6.995388699,3.455391308,3.947242775,4.463655649,5.033359524,3.867069458,2.978791436,2.271381955,1.387301448,3.238224597,1.161536228,3.274840488,3.798606041,3.54664626,2.16987379,1.310450065,1.873541692,3.077278582,3.26595574,2.904600583,1.633943026,1.397526319,2.437104519,5.795092261,3.569702781,1.622524698,2.726770605,3.84166064,0.7062569309,5.242600892,8.819832717,10.18543042,10.06796412,8.059394731,5.335466708,3.877625513,1.656058,3.188902216,5.819434314,9.125803435,10.56348301,10.89827507,3
2.65468416,2.629918324,3.531523829,3.518813742,3.393883126,4.27604051,4.395793945,5.521152303,3.800767583,3.241253168,3.18645941,2.990607187,2.94116446,2.558308063,2.736863847,2.067167168,1.847713513,1.912456309,1.48767477,1.661223213,1.599189733,3.750999036,4.190697179,2.260660085,2.406608977,4.441056035,6.330153692,2.335065829,3.101951693,4.012667425,4.711530995,2.167588287,2.34433221,2.532132436,1.444957397,1.23767288,1.635709351,1.638084618,1.812642512,2.496871507,1.485087221,1.487213209,3.210404776,2.965175017,2.600391952,1.856834164,2.52599804,2.667582322,9.210973775,7.462082161,2.562732099,1.915930847,2.811240746,6.823948866,12.11306819,9.275684215,8.680592252,9.43920763,9.49080858,6.932222188,19.84882064,10.50201476,3.236494439,12.52363346,24.42280415,17.62617781,12.94084285,17.67422413,5
5.818007078,6.886414968,8.771680341,11.09672986,13.55096306,16.12906532,20.9543436,27.04089529,28.15947584,25.96706841,18.9099919,14.02962834,10.14229298,7.974938708,5.942921951,4.014887313,1.965482573,5.820521072,12.52429995,16.33329289,11.80655141,3.764647373,2.347186305,14.79885775,18.59773957,15.10493652,9.248059253,2.794222391,3.46705859,4.260010909,4.986013059,4.152835276,2.222142764,1.441667156,1.580780247,3.072224261,5.32632704,5.45033014,5.080283844,3.733863804,4.571840705,5.166632676,4.617387949,4.399941663,3.819764124,3.617496837,4.046301959,3.960088939,7.380578014,4.980213034,4.372062189,4.361453108,3.286925733,4.29783024,6.84938763,20.50993284,32.98499708,39.46054375,34.50214896,19.75483986,9.012623088,3.74244803,2.602954269,6.409700341,12.48273296,28.65438983,34.26774104,27.77764531,7
1.255103553,1.206550558,1.084942306,1.254370654,1.206015558,1.600871872,1.816348033,1.877378141,1.982064055,1.130252971,2.15711904,0.661136304,1.15313378,1.17407013,1.65086025,2.590964564,3.18845278,6.317256572,9.398612887,9.621256174,9.751352642,7.581136815,8.746666648,9.38960197,8.757666114,7.380024448,5.134349623,1.72696407,0.8852680275,0.1256487453,1.010712351,8.585725767,6.333199951,5.614149111,7.152663846,10.08624846,2.557377406,4.602406108,4.641304439,2.235739465,1.048900821,0.9292725054,0.5864908473,3.627085715,4.135452553,2.630856099,0.788471039,0.2867576337,7.546569024,5.743939207,4.485523799,4.799131626,5.091945772,6.320847122,7.222027295,11.06122472,11.30879481,11.03449421,11.54511922,11.20693409,9.827835856,8.461118693,7.658435476,7.829267952,6.863438294,8.028867483,8.013330518,8.679467481,1
1.346738046,1.573169873,3.466338897,5.979028106,2.023727607,1.329624837,2.555063478,2.274218422,1.195514188,1.734869469,2.355759502,3.217586143,3.880987473,4.606146818,4.299564553,4.565527639,5.15195723,0.8927690337,1.336531148,1.852553814,1.169522986,2.248593766,0.2789638489,0.5001302952,1.581775953,0.8003704643,2.291654757,1.459971956,1.63060553,1.653983644,1.927821193,7.18885497,2.978869972,1.927244313,5.081406401,8.950600797,1.346850463,0.4428596527,0.5538763376,0.03242214213,2.330101378,3.108117977,0.6476307483,0.2157745604,0.8792335254,1.756947044,3.728002684,3.021441371,17.31713195,13.22324596,10.80984343,12.10186376,11.14438065,15.10350636,19.63012679,13.36783517,6.109660472,1.246974687,4.566901529,11.14105326,19.36964904,11.60509841,9.007533539,13.83596263,22.83020189,12.58604036,4.942696002,10.08326956,5
7.39005849,2.820591552,3.09373101,6.750355902,11.12431576,15.46979571,23.04938114,33.15791658,37.31044864,32.51589536,23.71999226,15.39781311,10.21083313,7.049344435,3.764887733,1.195809842,3.007530648,8.364596421,10.0155978,12.76294008,13.73157587,12.90119047,10.6096982,12.98690854,14.04101541,13.35992248,9.840218919,8.794812418,9.573069967,9.904430098,10.33049602,6.781808942,7.614380681,8.779205261,8.16559816,7.152814739,7.998763576,10.16438431,10.75593276,8.075602389,6.209374117,6.055039105,7.496292752,10.99629944,12.15553705,8.407115212,7.163918211,6.584649341,20.83942602,7.831619348,4.498879066,9.628261562,11.45548196,12.84065928,19.28681118,31.56136222,44.14772448,50.71228568,44.4331026,32.10696656,19.91856291,7.038661589,10.82026149,13.10412808,21.40957497,37.3980096,48.68899304,37.06027245,7
0.5271180016,0.5803640638,0.5897343237,0.3141985121,0.4849189495,1.855355847,1.087047223,1.166099792,0.9325508193,1.780319314,1.232485481,1.344335927,1.47997428,1.753593528,1.971480044,2.221743831,2.37064304,0.5712416574,1.823866692,3.599916109,5.021258472,8.177265047,9.968337787,6.614073417,4.53929812,2.90849228,1.1296864,2.067396423,2.31952468,2.457157483,2.814344525,8.605529403,6.510104258,5.540541945,6.202787187,8.866499372,2.422057803,3.337662301,3.331937732,1.523104039,3.208332039,3.470275547,1.670920169,2.57350578,3.141655396,1.032256371,3.354788871,2.697514093,10.70914943,12.39027909,8.769910607,7.076829748,7.481837531,9.707260638,10.57742609,7.451886078,5.632728056,4.579334427,5.599520374,8.02912057,10.47956364,9.325439598,7.045921151,8.479982461,10.59503272,7.839279823,6.627803964,6.393801342,3
